date,year,tournament,series,court,surface,round,best_of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,status,win_counts,tsets
2017-07-27,2017,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Kicker N.,Paire B.,96.0,40.0,557.0,1050.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,18,2.0
2017-07-27,2017,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Hanfmann Y.,Lopez F.,170.0,27.0,318.0,1390.0,7.0,6.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,24,3.0
2017-07-28,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Eubanks C.,Donaldson J.,461.0,59.0,83.0,790.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,5,3.0
2017-07-28,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Lacko L.,20.0,129.0,2045.0,424.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,130,2.0
2017-07-28,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,Quarterfinals,3,Harrison R.,Eubanks C.,42.0,461.0,983.0,83.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,43,2.0
2017-07-28,2017,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Bautista Agut R.,Istomin D.,18.0,82.0,2245.0,624.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,161,2.0
2017-07-28,2017,German Tennis Championships,ATP500,Outdoor,Clay,Quarterfinals,3,Mayer L.,Vesely J.,138.0,55.0,403.0,840.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,49,2.0
2017-07-28,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,Quarterfinals,3,Muller G.,Paul T.,22.0,291.0,1885.0,172.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,41,2.0
2017-07-28,2017,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Haase R.,Goffin D.,50.0,13.0,888.0,2605.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,61,2.0
2017-07-28,2017,German Tennis Championships,ATP500,Outdoor,Clay,Quarterfinals,3,Mayer F.,Schwartzman D.,101.0,38.0,533.0,1110.0,6.0,2.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,12,3.0
2017-07-28,2017,German Tennis Championships,ATP500,Outdoor,Clay,Quarterfinals,3,Delbonis F.,Khachanov K.,81.0,32.0,625.0,1249.0,7.0,5.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,68,3.0
2017-07-28,2017,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,Gulbis E.,31.0,313.0,1270.0,150.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,129,3.0
2017-07-28,2017,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Hanfmann Y.,Sousa J.,170.0,61.0,318.0,750.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,24,3.0
2017-07-28,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Sock J.,Sela D.,19.0,74.0,2245.0,650.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,55,2.0
2017-07-28,2017,German Tennis Championships,ATP500,Outdoor,Clay,Quarterfinals,3,Kohlschreiber P.,Kicker N.,58.0,96.0,795.0,557.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,82,3.0
2017-07-29,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,Semifinals,3,Isner J.,Muller G.,20.0,22.0,2045.0,1885.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,130,2.0
2017-07-29,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,Quarterfinals,3,Edmund K.,Sock J.,45.0,19.0,933.0,2245.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,89,2.0
2017-07-29,2017,Suisse Open Gstaad,ATP250,Outdoor,Clay,Semifinals,3,Hanfmann Y.,Haase R.,170.0,50.0,318.0,888.0,3.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,24,3.0
2017-07-29,2017,German Tennis Championships,ATP500,Outdoor,Clay,Semifinals,3,Mayer F.,Kohlschreiber P.,101.0,58.0,533.0,795.0,4.0,6.0,3.0,2.0,,,,,,,0.0,1.0,Retired,12,1.0
2017-07-29,2017,German Tennis Championships,ATP500,Outdoor,Clay,Semifinals,3,Mayer L.,Delbonis F.,138.0,81.0,403.0,625.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,49,2.0
2017-07-29,2017,Suisse Open Gstaad,ATP250,Outdoor,Clay,Semifinals,3,Fognini F.,Bautista Agut R.,31.0,18.0,1270.0,2245.0,5.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,129,3.0
2017-07-30,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,Semifinals,3,Harrison R.,Edmund K.,42.0,45.0,983.0,933.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,43,3.0
2017-07-30,2017,BB&T Atlanta Open,ATP250,Outdoor,Hard,The Final,3,Isner J.,Harrison R.,20.0,42.0,2045.0,983.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,130,2.0
2017-07-30,2017,German Tennis Championships,ATP500,Outdoor,Clay,The Final,3,Mayer L.,Mayer F.,138.0,101.0,403.0,533.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,49,3.0
2017-07-30,2017,Suisse Open Gstaad,ATP250,Outdoor,Clay,The Final,3,Fognini F.,Hanfmann Y.,31.0,170.0,1270.0,318.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,129,2.0
2017-07-31,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,Youzhny M.,62.0,99.0,785.0,560.0,6.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,73,3.0
2017-07-31,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Bellucci T.,Dolgopolov O.,80.0,70.0,637.0,691.0,6.0,2.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,13,3.0
2017-07-31,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Zekic M.,Kuznetsov An.,316.0,66.0,152.0,715.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1,2.0
2017-07-31,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,Marterer M.,71.0,120.0,682.0,461.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,85,2.0
2017-07-31,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Ofner S.,Basilashvili N.,157.0,63.0,354.0,735.0,7.0,5.0,3.0,0.0,,,,,,,1.0,0.0,Retired,10,1.0
2017-07-31,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Copil M.,Bangoura S.,90.0,313.0,604.0,153.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,29,2.0
2017-07-31,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Laaksonen H.,Pospisil V.,96.0,72.0,562.0,672.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,29,3.0
2017-07-31,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Mahut N.,Fabbiano T.,111.0,91.0,500.0,597.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,23,2.0
2017-07-31,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Lacko L.,Halebian A.,119.0,644.0,461.0,39.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,20,2.0
2017-07-31,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Donaldson J.,Sela D.,69.0,74.0,695.0,660.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,36,3.0
2017-07-31,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Bhambri Y.,Kozlov S.,200.0,132.0,265.0,421.0,7.0,5.0,2.0,0.0,,,,,,,1.0,0.0,Retired,9,1.0
2017-07-31,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Paul T.,Ruud C.,225.0,109.0,229.0,505.0,3.0,6.0,7.0,5.0,3.0,0.0,,,,,1.0,1.0,Retired,49,2.0
2017-08-01,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Opelka R.,50.0,130.0,902.0,428.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,195,3.0
2017-08-01,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Struff J.L.,Haas T.,53.0,248.0,883.0,205.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,116,2.0
2017-08-01,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Olivo R.,Monteiro T.,118.0,110.0,462.0,501.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,11,2.0
2017-08-01,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Melzer G.,Berlocq C.,150.0,97.0,375.0,561.0,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,10,3.0
2017-08-01,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Baghdatis M.,Leshem E.,77.0,278.0,645.0,178.0,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,34,2.0
2017-08-01,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Young D.,Smyczek T.,58.0,205.0,845.0,252.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,27,3.0
2017-08-01,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Pella G.,Ramanathan R.,100.0,182.0,549.0,300.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,84,2.0
2017-08-01,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,Hanfmann Y.,48.0,125.0,910.0,445.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,63,2.0
2017-08-01,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Bagnis F.,47.0,108.0,930.0,508.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,82,3.0
2017-08-01,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Giraldo S.,Haase R.,122.0,52.0,454.0,888.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,5,3.0
2017-08-01,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,Daniel T.,87.0,95.0,610.0,564.0,6.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,74,3.0
2017-08-01,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,King E.,Sanchez M.,347.0,624.0,129.0,42.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1,2.0
2017-08-01,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Tiafoe F.,454.0,67.0,85.0,712.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,14,2.0
2017-08-01,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,Novikov D.,154.0,219.0,363.0,238.0,1.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,39,3.0
2017-08-01,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Santillan A.,Kravchuk K.,168.0,142.0,326.0,387.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2,2.0
2017-08-01,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Jung J.,42.0,167.0,1006.0,327.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,112,2.0
2017-08-01,2017,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Zeballos H.,Dutra Silva R.,57.0,524.0,848.0,64.0,2.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,30,3.0
2017-08-02,2017,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Simon G.,71.0,37.0,682.0,1120.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,85,2.0
2017-08-02,2017,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Ofner S.,Cuevas P.,157.0,27.0,354.0,1425.0,6.0,3.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,10,3.0
2017-08-02,2017,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Zekic M.,25.0,316.0,1475.0,152.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,129,2.0
2017-08-02,2017,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Sousa J.,Lorenzi P.,62.0,36.0,785.0,1123.0,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,73,3.0
2017-08-02,2017,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Melzer G.,Giraldo S.,150.0,122.0,375.0,454.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,10,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Zverev A.,Thompson J.,8.0,75.0,3150.0,656.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,226,3.0
2017-08-02,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Millot V.,Klein B.,165.0,235.0,332.0,214.0,6.0,2.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,3,3.0
2017-08-02,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Fratangelo B.,Ito T.,117.0,163.0,466.0,334.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,16,2.0
2017-08-02,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Karlovic I.,126.0,31.0,437.0,1295.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3,2.0
2017-08-02,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Polansky P.,Uchiyama Y.,115.0,162.0,476.0,337.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,5,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Tursunov D.,Krueger M.,820.0,223.0,20.0,232.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1,3.0
2017-08-02,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,Kukushkin M.,127.0,102.0,434.0,530.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,110,3.0
2017-08-02,2017,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Bellucci T.,Struff J.L.,80.0,53.0,637.0,883.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,13,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Thompson J.,Bemelmans R.,75.0,98.0,656.0,561.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,68,2.0
2017-08-02,2017,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Vesely J.,47.0,48.0,930.0,910.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,82,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Edmund K.,Chung H.,41.0,56.0,1013.0,861.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,89,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Baghdatis M.,Harrison R.,77.0,40.0,645.0,1018.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,34,2.0
2017-08-02,2017,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Olivo R.,Zeballos H.,118.0,57.0,462.0,848.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,11,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Donaldson J.,Polmans M.,69.0,209.0,695.0,247.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,36,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Raonic M.,Mahut N.,10.0,111.0,3130.0,500.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,110,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Lacko L.,32.0,119.0,1280.0,461.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,91,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Pella G.,Zverev M.,100.0,26.0,549.0,1461.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,84,3.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Jaziri M.,Bega A.,73.0,351.0,665.0,128.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,41,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Nishikori K.,Young D.,9.0,58.0,3140.0,845.0,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,127,3.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Sandgren T.,Soeda G.,106.0,138.0,511.0,397.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,47,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Paul T.,Pouille L.,225.0,17.0,229.0,2255.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,49,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Thiem D.,Laaksonen H.,7.0,96.0,4065.0,562.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,173,2.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Muller G.,Tursunov D.,21.0,820.0,1930.0,20.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,41,2.0
2017-08-02,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Escobedo E.,38.0,83.0,1115.0,618.0,6.0,7.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,96,3.0
2017-08-02,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Sock J.,Copil M.,19.0,90.0,2200.0,604.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,55,2.0
2017-08-03,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Ramos-Vinolas A.,127.0,23.0,434.0,1815.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,110,2.0
2017-08-03,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3,Querrey S.,King E.,24.0,347.0,1740.0,129.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,92,3.0
2017-08-03,2017,Generali Open,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,Bellucci T.,25.0,80.0,1475.0,637.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,129,2.0
2017-08-03,2017,Generali Open,ATP250,Outdoor,Clay,Quarterfinals,3,Ofner S.,Olivo R.,157.0,118.0,354.0,462.0,6.0,3.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,10,3.0
2017-08-03,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,Ebden M.,28.0,154.0,1390.0,363.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,74,2.0
2017-08-03,2017,Generali Open,ATP250,Outdoor,Clay,Quarterfinals,3,Sousa J.,Melzer G.,62.0,150.0,785.0,375.0,2.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,73,3.0
2017-08-03,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Santillan A.,14.0,168.0,2480.0,326.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,59,2.0
2017-08-03,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3,Millot V.,Verdasco F.,165.0,38.0,332.0,1115.0,1.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,3,3.0
2017-08-03,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Polansky P.,454.0,115.0,85.0,476.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,14,3.0
2017-08-03,2017,Generali Open,ATP250,Outdoor,Clay,Quarterfinals,3,Kohlschreiber P.,Lajovic D.,47.0,71.0,930.0,682.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,82,3.0
2017-08-03,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Sandgren T.,Kyrgios N.,106.0,20.0,511.0,1930.0,6.0,3.0,3.0,0.0,,,,,,,1.0,0.0,Retired,47,1.0
2017-08-03,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3,Dzumhur D.,Halys Q.,87.0,126.0,610.0,437.0,5.0,3.0,,,,,,,,,0.0,0.0,Retired,74,0.0
2017-08-03,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Medvedev D.,Johnson S.,50.0,34.0,902.0,1205.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,195,3.0
2017-08-03,2017,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Sock J.,Donaldson J.,19.0,69.0,2200.0,695.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,55,2.0
2017-08-03,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Anderson K.,Jaziri M.,45.0,73.0,960.0,665.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,111,2.0
2017-08-03,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Dimitrov G.,Edmund K.,11.0,41.0,3070.0,1013.0,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,135,3.0
2017-08-03,2017,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Anderson K.,Thiem D.,45.0,7.0,960.0,4065.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,111,3.0
2017-08-03,2017,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Raonic M.,Baghdatis M.,10.0,77.0,3130.0,645.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,110,2.0
2017-08-03,2017,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Bhambri Y.,Monfils G.,200.0,22.0,265.0,1915.0,6.0,3.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,9,3.0
2017-08-03,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Fratangelo B.,42.0,117.0,1006.0,466.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,112,2.0
2017-08-04,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Mannarino A.,14.0,42.0,2480.0,1006.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,59,3.0
2017-08-04,2017,Generali Open,ATP250,Outdoor,Clay,Semifinals,3,Sousa J.,Ofner S.,62.0,157.0,785.0,354.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,73,2.0
2017-08-04,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Quarterfinals,3,Dzumhur D.,Lopez F.,87.0,28.0,610.0,1390.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,74,3.0
2017-08-04,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Quarterfinals,3,Kokkinakis T.,Fritz T.,454.0,127.0,85.0,434.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,14,2.0
2017-08-04,2017,Citi Open,ATP500,Outdoor,Hard,Quarterfinals,3,Sock J.,Raonic M.,19.0,10.0,2200.0,3130.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,55,2.0
2017-08-04,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Quarterfinals,3,Querrey S.,Millot V.,24.0,165.0,1740.0,332.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,92,2.0
2017-08-04,2017,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Nishikori K.,Del Potro J.M.,9.0,32.0,3140.0,1280.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,127,2.0
2017-08-04,2017,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Zverev A.,Sandgren T.,8.0,106.0,3150.0,511.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,226,2.0
2017-08-04,2017,Generali Open,ATP250,Outdoor,Clay,Semifinals,3,Kohlschreiber P.,Fognini F.,47.0,25.0,930.0,1475.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,82,2.0
2017-08-04,2017,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Paul T.,Muller G.,225.0,21.0,229.0,1930.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,49,3.0
2017-08-04,2017,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Medvedev D.,Dimitrov G.,50.0,11.0,902.0,3070.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,195,2.0
2017-08-04,2017,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Bhambri Y.,Pella G.,200.0,100.0,265.0,549.0,6.0,7.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,9,3.0
2017-08-04,2017,Citi Open,ATP500,Outdoor,Hard,Quarterfinals,3,Anderson K.,Bhambri Y.,45.0,200.0,960.0,265.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,111,3.0
2017-08-05,2017,Citi Open,ATP500,Outdoor,Hard,Semifinals,3,Anderson K.,Sock J.,45.0,19.0,960.0,2200.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,111,2.0
2017-08-05,2017,Abierto Mexicano Mifel,ATP250,Outdoor,Hard,Semifinals,3,Querrey S.,Dzumhur D.,24.0,87.0,1740.0,610.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,92,3.0
