date,year,tournament,series,court,surface,round,best_of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,status,win_counts,tsets
2018-07-19,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,2nd Round,3,Gasquet R.,Melzer G.,29.0,115.0,1465.0,490.0,1.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,103,3.0
2018-07-19,2018,Croatia Open,ATP250,Outdoor,Clay,2nd Round,3,Rublev A.,Auger-Aliassime F.,35.0,144.0,1211.0,401.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,154,3.0
2018-07-19,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Ferrer D.,147.0,39.0,382.0,1095.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,102,2.0
2018-07-19,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Ymer M.,15.0,337.0,2030.0,136.0,1.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,129,3.0
2018-07-19,2018,Croatia Open,ATP250,Outdoor,Clay,2nd Round,3,Trungelliti M.,Fucsovics M.,188.0,51.0,302.0,974.0,5.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,9,3.0
2018-07-19,2018,Hall of Fame Championships,ATP250,Outdoor,Grass,Quarterfinals,3,Ramanathan R.,Pospisil V.,161.0,98.0,349.0,594.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,11,2.0
2018-07-19,2018,Hall of Fame Championships,ATP250,Outdoor,Grass,Quarterfinals,3,Smyczek T.,Jung J.,123.0,131.0,466.0,440.0,6.0,1.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,8,3.0
2018-07-19,2018,Croatia Open,ATP250,Outdoor,Clay,2nd Round,3,Haase R.,Klizan M.,38.0,127.0,1110.0,459.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,61,3.0
2018-07-19,2018,Croatia Open,ATP250,Outdoor,Clay,2nd Round,3,Donskoy E.,Dzumhur D.,83.0,23.0,706.0,1665.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,24,3.0
2018-07-19,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,Millman J.,87.0,52.0,677.0,966.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,68,2.0
2018-07-20,2018,Croatia Open,ATP250,Outdoor,Clay,Quarterfinals,3,Haase R.,Rublev A.,38.0,35.0,1110.0,1211.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,61,2.0
2018-07-20,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,Delbonis F.,15.0,87.0,2030.0,677.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,129,2.0
2018-07-20,2018,Hall of Fame Championships,ATP250,Outdoor,Grass,Quarterfinals,3,Johnson S.,Sela D.,48.0,156.0,1005.0,357.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,86,2.0
2018-07-20,2018,Croatia Open,ATP250,Outdoor,Clay,Quarterfinals,3,Cecchinato M.,Djere L.,27.0,100.0,1510.0,578.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,60,2.0
2018-07-20,2018,Hall of Fame Championships,ATP250,Outdoor,Grass,Quarterfinals,3,Granollers M.,Mannarino A.,124.0,26.0,466.0,1580.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,16,2.0
2018-07-20,2018,Croatia Open,ATP250,Outdoor,Clay,Quarterfinals,3,Pella G.,Lajovic D.,72.0,66.0,780.0,825.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,84,2.0
2018-07-20,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,Quarterfinals,3,Laaksonen H.,Bolelli S.,148.0,153.0,382.0,361.0,3.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,29,3.0
2018-07-20,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Ruud C.,29.0,147.0,1465.0,382.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,103,2.0
2018-07-20,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,Quarterfinals,3,Verdasco F.,Carreno Busta P.,33.0,13.0,1280.0,2155.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,96,2.0
2018-07-20,2018,Croatia Open,ATP250,Outdoor,Clay,Quarterfinals,3,Trungelliti M.,Donskoy E.,188.0,83.0,302.0,706.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,9,2.0
2018-07-21,2018,Hall of Fame Championships,ATP250,Outdoor,Grass,Semifinals,3,Johnson S.,Granollers M.,48.0,124.0,1005.0,466.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,86,2.0
2018-07-21,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,Semifinals,3,Fognini F.,Verdasco F.,15.0,33.0,2030.0,1280.0,6.0,1.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,129,3.0
2018-07-21,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,Semifinals,3,Gasquet R.,Laaksonen H.,29.0,148.0,1465.0,382.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,103,2.0
2018-07-21,2018,Croatia Open,ATP250,Outdoor,Clay,Semifinals,3,Cecchinato M.,Trungelliti M.,27.0,188.0,1510.0,302.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,60,2.0
2018-07-21,2018,Croatia Open,ATP250,Outdoor,Clay,Semifinals,3,Pella G.,Haase R.,72.0,38.0,780.0,1110.0,6.0,3.0,1.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,84,3.0
2018-07-21,2018,Hall of Fame Championships,ATP250,Outdoor,Grass,Semifinals,3,Ramanathan R.,Smyczek T.,161.0,123.0,349.0,466.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,11,2.0
2018-07-22,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,The Final,3,Fognini F.,Gasquet R.,15.0,29.0,2030.0,1465.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,129,3.0
2018-07-22,2018,Hall of Fame Championships,ATP250,Outdoor,Grass,The Final,3,Johnson S.,Ramanathan R.,48.0,161.0,1005.0,349.0,7.0,5.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,86,3.0
2018-07-22,2018,Croatia Open,ATP250,Outdoor,Clay,The Final,3,Cecchinato M.,Pella G.,27.0,72.0,1510.0,780.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,60,2.0
2018-07-23,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Menendez-Maceiras A.,89.0,149.0,654.0,391.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,41,2.0
2018-07-23,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Hurkacz H.,68.0,125.0,795.0,474.0,1.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,94,3.0
2018-07-23,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Gunneswaran P.,71.0,186.0,771.0,308.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,20,2.0
2018-07-23,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Garcia-Lopez G.,75.0,67.0,746.0,805.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,53,2.0
2018-07-23,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Zopp J.,Hanfmann Y.,107.0,99.0,529.0,580.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,6,3.0
2018-07-23,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,Ymer E.,88.0,111.0,668.0,510.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,37,2.0
2018-07-23,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Mayer L.,Ramos-Vinolas A.,36.0,40.0,1197.0,1065.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,49,2.0
2018-07-23,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Schwartzman D.,Ruud C.,12.0,141.0,2470.0,419.0,6.0,4.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,165,3.0
2018-07-23,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Kovalik J.,Dzumhur D.,113.0,24.0,501.0,1665.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,17,2.0
2018-07-23,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Masur D.,Marterer M.,349.0,47.0,127.0,997.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1,2.0
2018-07-23,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Molleker R.,Ferrer D.,272.0,62.0,195.0,865.0,7.0,5.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,4,3.0
2018-07-23,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Carreno Busta P.,Mayer F.,13.0,94.0,2200.0,603.0,2.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,146,3.0
2018-07-23,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Auger-Aliassime F.,Andreozzi G.,139.0,118.0,421.0,490.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,98,2.0
2018-07-24,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Jaziri M.,73.0,60.0,753.0,898.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,97,2.0
2018-07-24,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Berankis R.,43.0,96.0,1025.0,599.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,86,2.0
2018-07-24,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Young D.,Karlovic I.,230.0,117.0,242.0,490.0,2.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,27,3.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Gasquet R.,Paire B.,28.0,52.0,1525.0,920.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,103,2.0
2018-07-24,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Harrison R.,Duckworth J.,53.0,660.0,920.0,38.0,4.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,43,3.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Millman J.,Struff J.L.,50.0,51.0,966.0,945.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,77,2.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Bedene A.,Laaksonen H.,80.0,135.0,725.0,433.0,6.0,3.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,79,3.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Basilashvili N.,Kohlschreiber P.,81.0,25.0,715.0,1655.0,7.0,5.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,111,3.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Thiem D.,Moutet C.,8.0,119.0,3665.0,488.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,173,2.0
2018-07-24,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Rubin N.,Kokkinakis T.,164.0,172.0,341.0,329.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,6,2.0
2018-07-24,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Zverev M.,Smyczek T.,45.0,102.0,1005.0,556.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,53,3.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Jarry N.,Gojowczyk P.,69.0,44.0,789.0,1023.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,42,2.0
2018-07-24,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Copil M.,42.0,93.0,1030.0,617.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,95,2.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,Simon G.,146.0,39.0,395.0,1085.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,42,2.0
2018-07-24,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Sousa J.,177.0,41.0,324.0,1045.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,19,3.0
2018-07-24,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,Ramanathan R.,65.0,115.0,849.0,493.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,110,2.0
2018-07-24,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Istomin D.,101.0,90.0,568.0,642.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,74,2.0
2018-07-24,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Albot R.,84.0,97.0,687.0,598.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,107,2.0
2018-07-24,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Lopez F.,Delbonis F.,66.0,82.0,815.0,710.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,74,2.0
2018-07-24,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Galovic V.,Haase R.,267.0,38.0,199.0,1155.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2,3.0
2018-07-24,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Roca Batalla O.,Lorenzi P.,314.0,109.0,154.0,518.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1,3.0
2018-07-24,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Huesler M.A.,Almagro N.,402.0,661.0,99.0,38.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,5,3.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Cuevas P.,Fucsovics M.,72.0,49.0,770.0,982.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,71,2.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Monfils G.,Cecchinato M.,37.0,22.0,1160.0,1740.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,119,3.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Verdasco F.,Lajovic D.,33.0,63.0,1280.0,850.0,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,96,3.0
2018-07-25,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Berrettini M.,Rublev A.,84.0,46.0,687.0,1000.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,107,2.0
2018-07-25,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Kovalik J.,Molleker R.,113.0,272.0,501.0,195.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,17,2.0
2018-07-25,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Monteiro T.,Verdasco F.,146.0,33.0,395.0,1280.0,3.0,6.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed,42,3.0
2018-07-25,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Schwartzman D.,Masur D.,12.0,349.0,2470.0,127.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,165,2.0
2018-07-25,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Daniel T.,Carballes Baena R.,88.0,75.0,668.0,746.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,37,3.0
2018-07-25,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Munar J.,17.0,89.0,1940.0,654.0,2.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,161,3.0
2018-07-25,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Bolt A.,95.0,169.0,599.0,333.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,34,2.0
2018-07-25,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Mayer L.,Monfils G.,36.0,37.0,1197.0,1160.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,49,2.0
2018-07-25,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Jarry N.,Gasquet R.,69.0,28.0,789.0,1525.0,,,,,,,,,,,,,Walkover,42,0.0
2018-07-25,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,1st Round,3,Youzhny M.,Reinberg E.,105.0,1032.0,536.0,9.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,17,2.0
2018-07-25,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Zverev M.,Youzhny M.,45.0,105.0,1005.0,536.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,53,2.0
2018-07-25,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Harrison R.,Lacko L.,53.0,71.0,920.0,771.0,2.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,43,3.0
2018-07-25,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Chung H.,Fritz T.,23.0,65.0,1685.0,849.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,56,2.0
2018-07-25,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Lopez F.,Roca Batalla O.,66.0,314.0,815.0,154.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,74,3.0
2018-07-26,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Tiafoe F.,95.0,42.0,599.0,1030.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,34,2.0
2018-07-26,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Coric B.,101.0,21.0,568.0,1745.0,6.0,4.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,74,3.0
2018-07-26,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Zopp J.,Fognini F.,107.0,14.0,529.0,2190.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,6,3.0
2018-07-26,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Bagnis F.,Huesler M.A.,177.0,402.0,324.0,99.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,19,2.0
2018-07-26,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,De Minaur A.,9.0,68.0,3490.0,795.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,130,2.0
2018-07-26,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Galovic V.,Auger-Aliassime F.,267.0,139.0,199.0,421.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,2,3.0
2018-07-26,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Ebden M.,Young D.,55.0,230.0,917.0,242.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,39,2.0
2018-07-26,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Bedene A.,13.0,80.0,2200.0,725.0,6.0,2.0,4.0,0.0,,,,,,,1.0,0.0,Retired,146,1.0
2018-07-26,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,Millman J.,8.0,50.0,3665.0,966.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,173,2.0
2018-07-26,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Basilashvili N.,Cuevas P.,81.0,72.0,715.0,770.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,111,2.0
2018-07-26,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Chardy J.,73.0,43.0,753.0,1025.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,97,3.0
2018-07-27,2018,German Tennis Championships,ATP500,Outdoor,Clay,Quarterfinals,3,Jarry N.,Thiem D.,69.0,8.0,789.0,3665.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,42,2.0
2018-07-27,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Bautista Agut R.,Daniel T.,17.0,88.0,1940.0,668.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,161,2.0
2018-07-27,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,Galovic V.,101.0,267.0,568.0,199.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,74,3.0
2018-07-27,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Zopp J.,Bagnis F.,107.0,177.0,529.0,324.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,6,3.0
2018-07-27,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Berrettini M.,Lopez F.,84.0,66.0,687.0,815.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,107,2.0
2018-07-27,2018,German Tennis Championships,ATP500,Outdoor,Clay,Quarterfinals,3,Basilashvili N.,Carreno Busta P.,81.0,13.0,715.0,2200.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,111,2.0
2018-07-27,2018,German Tennis Championships,ATP500,Outdoor,Clay,Quarterfinals,3,Mayer L.,Schwartzman D.,36.0,12.0,1197.0,2470.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,49,3.0
2018-07-27,2018,German Tennis Championships,ATP500,Outdoor,Clay,Quarterfinals,3,Kovalik J.,Monteiro T.,113.0,146.0,501.0,395.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,17,3.0
2018-07-27,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,Quarterfinals,3,Harrison R.,Chung H.,53.0,23.0,920.0,1685.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,43,3.0
2018-07-27,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,Quarterfinals,3,Ebden M.,Baghdatis M.,55.0,95.0,917.0,599.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,39,2.0
2018-07-27,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,2nd Round,3,Kyrgios N.,Rubin N.,18.0,164.0,1935.0,341.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,82,2.0
2018-07-27,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Zverev M.,9.0,45.0,3490.0,1005.0,7.0,5.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,130,3.0
2018-07-28,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,Semifinals,3,Isner J.,Ebden M.,9.0,55.0,3490.0,917.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,130,3.0
2018-07-28,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,Zopp J.,84.0,107.0,687.0,529.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,107,2.0
2018-07-28,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Kyrgios N.,73.0,18.0,753.0,1935.0,7.0,5.0,3.0,0.0,,,,,,,1.0,0.0,Retired,97,1.0
2018-07-28,2018,German Tennis Championships,ATP500,Outdoor,Clay,Semifinals,3,Mayer L.,Kovalik J.,36.0,113.0,1197.0,501.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,49,3.0
2018-07-28,2018,German Tennis Championships,ATP500,Outdoor,Clay,Semifinals,3,Basilashvili N.,Jarry N.,81.0,69.0,715.0,789.0,7.0,5.0,0.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,111,3.0
2018-07-28,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,Semifinals,3,Bautista Agut R.,Djere L.,17.0,101.0,1940.0,568.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,161,3.0
2018-07-29,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,Semifinals,3,Harrison R.,Norrie C.,53.0,73.0,920.0,753.0,2.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,43,3.0
2018-07-29,2018,BB&T Atlanta Open,ATP250,Outdoor,Hard,The Final,3,Isner J.,Harrison R.,9.0,53.0,3490.0,920.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,130,3.0
2018-07-29,2018,German Tennis Championships,ATP500,Outdoor,Clay,The Final,3,Basilashvili N.,Mayer L.,81.0,36.0,715.0,1197.0,6.0,4.0,0.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,111,3.0
2018-07-29,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,The Final,3,Berrettini M.,Bautista Agut R.,84.0,17.0,687.0,1940.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,107,2.0
2018-07-30,2018,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Istomin D.,Delbonis F.,95.0,107.0,597.0,510.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,30,2.0
2018-07-30,2018,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,Garcia-Lopez G.,66.0,71.0,850.0,805.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,85,2.0
2018-07-30,2018,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Hanfmann Y.,88.0,135.0,668.0,430.0,2.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,41,3.0
