date,year,tournament,series,court,surface,round,best_of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,status,win_counts,tsets,s1win,s1loss,s1win(%)
2019-04-08,2019,U.S. Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Ruud C.,Dellien H.,95.0,76.0,645.0,713.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,102,2.0,86,6,93.0
2019-04-09,2019,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Zverev A.,Istomin D.,3.0,104.0,6040.0,571.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,226,2.0,226,5,98.0
2019-04-11,2019,U.S. Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Opelka R.,95.0,56.0,645.0,919.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,102,3.0,86,9,91.0
2019-04-12,2019,U.S. Men's Clay Court Championships,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Granollers M.,95.0,112.0,645.0,520.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,102,2.0,86,2,98.0
2019-04-13,2019,U.S. Men's Clay Court Championships,ATP250,Outdoor,Clay,Semifinals,3,Ruud C.,Galan D.E.,95.0,241.0,645.0,192.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,102,2.0,86,2,98.0
2019-04-15,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,1st Round,3,Medvedev D.,Sousa J.,14.0,51.0,2295.0,937.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,195,2.0,195,8,96.0
2019-04-16,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Kohlschreiber P.,1.0,40.0,11070.0,1090.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,216,3.0,216,15,94.0
2019-04-17,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Klizan M.,5.0,50.0,4765.0,940.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,173,2.0,173,8,96.0
2019-04-17,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Kukushkin M.,8.0,42.0,3240.0,1025.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,170,2.0,166,8,95.0
2019-04-17,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Albot R.,14.0,45.0,2295.0,977.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,195,2.0,195,9,96.0
2019-04-17,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Auger-Aliassime F.,3.0,33.0,6040.0,1245.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,226,2.0,226,18,93.0
2019-04-17,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Bautista Agut R.,2.0,22.0,8725.0,1680.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,207,2.0,206,22,90.0
2019-04-18,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Tsitsipas S.,14.0,8.0,2295.0,3240.0,6.0,2.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,195,3.0,195,33,86.0
2019-04-18,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Fritz T.,1.0,65.0,11070.0,810.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,216,2.0,216,14,94.0
2019-04-18,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Dimitrov G.,2.0,28.0,8725.0,1300.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,207,2.0,206,23,90.0
2019-04-19,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,Quarterfinals,3,Medvedev D.,Djokovic N.,14.0,1.0,2295.0,11070.0,6.0,3.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,195,3.0,195,18,92.0
2019-04-19,2019,Monte Carlo Masters,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Pella G.,2.0,35.0,8725.0,1205.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,207,2.0,206,12,94.0
2019-04-22,2019,Hungarian Open,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Kukushkin M.,55.0,40.0,927.0,1050.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,107,2.0,104,8,93.0
2019-04-23,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,Schwartzman D.,5.0,25.0,4675.0,1485.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,173,2.0,173,29,86.0
2019-04-23,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Fucsovics M.,8.0,36.0,3240.0,1205.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,170,2.0,166,16,91.0
2019-04-24,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,2nd Round,3,Nadal R.,Mayer L.,2.0,63.0,8085.0,850.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,207,3.0,206,9,96.0
2019-04-24,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,2nd Round,3,Medvedev D.,Ramos-Vinolas A.,14.0,83.0,2505.0,660.0,6.0,3.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,195,3.0,195,17,92.0
2019-04-25,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,3rd Round,3,Nadal R.,Ferrer D.,2.0,155.0,8085.0,355.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,207,2.0,206,8,96.0
2019-04-25,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,3rd Round,3,Thiem D.,Munar J.,5.0,57.0,4675.0,895.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,173,2.0,173,7,96.0
2019-04-25,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,3rd Round,3,Medvedev D.,Mcdonald M.,14.0,61.0,2505.0,871.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,195,2.0,195,10,95.0
2019-04-25,2019,Hungarian Open,ATP250,Outdoor,Clay,2nd Round,3,Berrettini M.,Bedene A.,55.0,74.0,927.0,755.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,107,2.0,104,16,87.0
2019-04-26,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,Quarterfinals,3,Medvedev D.,Jarry N.,14.0,81.0,2505.0,675.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,195,2.0,195,3,98.0
2019-04-26,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,Quarterfinals,3,Nadal R.,Struff J.L.,2.0,51.0,8085.0,945.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,207,2.0,206,23,90.0
2019-04-26,2019,Hungarian Open,ATP250,Outdoor,Clay,Quarterfinals,3,Berrettini M.,Cuevas P.,55.0,73.0,927.0,757.0,6.0,3.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,107,3.0,104,13,89.0
2019-04-26,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,Quarterfinals,3,Thiem D.,Pella G.,5.0,28.0,4675.0,1375.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,173,2.0,173,12,94.0
2019-04-27,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,Semifinals,3,Medvedev D.,Nishikori K.,14.0,7.0,2505.0,3690.0,6.0,4.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,195,3.0,195,23,89.0
2019-04-27,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,Semifinals,3,Thiem D.,Nadal R.,5.0,2.0,4675.0,8085.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,173,2.0,173,19,90.0
2019-04-27,2019,Hungarian Open,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,Djere L.,55.0,33.0,927.0,1246.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,107,2.0,104,4,96.0
2019-04-28,2019,Open Banco Sabadell ,ATP500,Outdoor,Clay,The Final,3,Thiem D.,Medvedev D.,5.0,14.0,4675.0,2505.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,173,2.0,173,18,91.0
2019-04-28,2019,Hungarian Open,ATP250,Outdoor,Clay,The Final,3,Berrettini M.,Krajinovic F.,55.0,105.0,927.0,576.0,4.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,107,3.0,104,16,87.0
2019-04-30,2019,BMW Open,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Istomin D.,37.0,106.0,1145.0,571.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,107,2.0,104,5,95.0
2019-05-01,2019,BMW Open,ATP250,Outdoor,Clay,2nd Round,3,Zverev A.,Londero J.I.,3.0,80.0,5770.0,693.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,226,2.0,226,5,98.0
2019-05-01,2019,Millennium Estoril Open,ATP250,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Andreozzi G.,10.0,97.0,3030.0,613.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,170,2.0,166,3,98.0
2019-05-02,2019,BMW Open,ATP250,Outdoor,Clay,2nd Round,3,Berrettini M.,Kudla D.,37.0,82.0,1145.0,663.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,107,2.0,104,9,92.0
2019-05-03,2019,BMW Open,ATP250,Outdoor,Clay,Quarterfinals,3,Berrettini M.,Kohlschreiber P.,37.0,41.0,1145.0,1045.0,4.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,107,3.0,104,15,87.0
2019-05-03,2019,Millennium Estoril Open,ATP250,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,Domingues J.,10.0,214.0,3030.0,237.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,170,2.0,166,1,99.0
2019-05-04,2019,Millennium Estoril Open,ATP250,Outdoor,Clay,Semifinals,3,Tsitsipas S.,Goffin D.,10.0,25.0,3030.0,1450.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,170,3.0,166,19,90.0
2019-05-05,2019,Millennium Estoril Open,ATP250,Outdoor,Clay,The Final,3,Tsitsipas S.,Cuevas P.,10.0,67.0,3030.0,782.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,170,2.0,166,13,93.0
2019-05-05,2019,BMW Open,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,Bautista Agut R.,37.0,21.0,1145.0,1635.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,107,2.0,104,22,83.0
2019-05-07,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Fritz T.,1.0,57.0,11160.0,900.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,216,2.0,216,14,94.0
2019-05-07,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,2nd Round,3,Federer R.,Gasquet R.,3.0,39.0,5590.0,1105.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,163,2.0,163,17,91.0
2019-05-07,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Opelka R.,5.0,58.0,5085.0,877.0,6.0,7.0,6.0,3.0,1.0,0.0,,,,,1.0,1.0,Retired,173,2.0,173,9,95.0
2019-05-08,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Mannarino A.,9.0,56.0,3190.0,915.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,170,2.0,166,21,89.0
2019-05-08,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Ferrer D.,4.0,144.0,5565.0,400.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,226,2.0,226,8,97.0
2019-05-08,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Auger-Aliassime F.,2.0,30.0,7765.0,1319.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,207,2.0,206,18,92.0
2019-05-09,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,3rd Round,3,Federer R.,Monfils G.,3.0,18.0,5590.0,1920.0,6.0,0.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,163,3.0,163,16,91.0
2019-05-09,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,3rd Round,3,Thiem D.,Fognini F.,5.0,12.0,5085.0,2840.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,173,2.0,173,23,88.0
2019-05-09,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Chardy J.,1.0,47.0,11160.0,970.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,216,2.0,216,20,92.0
2019-05-09,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Verdasco F.,9.0,38.0,3190.0,1155.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,170,2.0,166,17,91.0
2019-05-09,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Tiafoe F.,2.0,37.0,7765.0,1185.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,207,2.0,206,16,93.0
2019-05-09,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Hurkacz H.,4.0,52.0,5565.0,932.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,226,3.0,226,14,94.0
2019-05-10,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Cilic M.,1.0,11.0,11160.0,2845.0,,,,,,,,,,,,,Walkover,216,0.0,216,27,89.0
2019-05-10,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,Quarterfinals,3,Thiem D.,Federer R.,5.0,3.0,5085.0,5590.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,173,3.0,173,12,94.0
2019-05-10,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,Zverev A.,9.0,4.0,3190.0,5565.0,7.0,5.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,170,3.0,166,27,86.0
2019-05-10,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Wawrinka S.,2.0,34.0,7765.0,1230.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,207,2.0,206,15,93.0
2019-05-11,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Thiem D.,1.0,5.0,11160.0,5085.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,216,2.0,216,21,91.0
2019-05-11,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,Semifinals,3,Tsitsipas S.,Nadal R.,9.0,2.0,3190.0,7765.0,6.0,4.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,170,3.0,166,19,90.0
2019-05-12,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Berrettini M.,Pouille L.,33.0,25.0,1275.0,1420.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,107,2.0,104,11,90.0
2019-05-12,2019,Mutua Madrid Open,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Tsitsipas S.,1.0,9.0,11160.0,3190.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,216,2.0,216,33,87.0
2019-05-13,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Ruud C.,Evans D.,76.0,83.0,695.0,656.0,7.0,5.0,0.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,102,3.0,86,13,87.0
2019-05-14,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Berrettini M.,Zverev A.,33.0,5.0,1275.0,4745.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,107,2.0,104,27,79.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Sinner J.,7.0,263.0,3790.0,170.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,170,2.0,166,12,93.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Federer R.,Sousa J.,3.0,72.0,5770.0,717.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,163,2.0,163,8,95.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Kyrgios N.,76.0,36.0,695.0,1225.0,6.0,3.0,6.0,7.0,2.0,1.0,,,,,1.0,1.0,Awarded,102,2.0,86,13,87.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Shapovalov D.,1.0,22.0,12115.0,1470.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,216,2.0,216,16,93.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Chardy J.,2.0,42.0,7945.0,1040.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,207,2.0,206,20,91.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Federer R.,Coric B.,3.0,15.0,5770.0,2445.0,2.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,163,3.0,163,18,90.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Basilashvili N.,2.0,18.0,7945.0,1905.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,207,2.0,206,17,92.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Fognini F.,7.0,12.0,3790.0,2920.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,170,2.0,166,23,88.0
2019-05-16,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Kohlschreiber P.,1.0,56.0,12115.0,895.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,216,2.0,216,15,94.0
2019-05-17,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Verdasco F.,2.0,38.0,7945.0,1200.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,207,2.0,206,17,92.0
2019-05-17,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Del Potro J.M.,1.0,9.0,12115.0,3145.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,216,3.0,216,11,95.0
2019-05-17,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,Federer R.,7.0,3.0,3790.0,5770.0,,,,,,,,,,,,,Walkover,170,0.0,166,12,93.0
2019-05-18,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Tsitsipas S.,2.0,7.0,7945.0,3790.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,207,2.0,206,33,86.0
2019-05-18,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Schwartzman D.,1.0,24.0,12115.0,1440.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,216,3.0,216,29,88.0
2019-05-19,2019,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Djokovic N.,2.0,1.0,7945.0,12115.0,6.0,0.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,207,3.0,206,18,92.0
2019-05-21,2019,Geneva Open,ATP250,Outdoor,Clay,2nd Round,3,Zverev A.,Gulbis E.,5.0,80.0,4155.0,667.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,226,2.0,226,5,98.0
2019-05-23,2019,Geneva Open,ATP250,Outdoor,Clay,Quarterfinals,3,Zverev A.,Dellien H.,5.0,92.0,4155.0,613.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,226,3.0,226,6,97.0
2019-05-24,2019,Geneva Open,ATP250,Outdoor,Clay,Semifinals,3,Zverev A.,Delbonis F.,5.0,84.0,4155.0,641.0,7.0,5.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,226,3.0,226,11,95.0
2019-05-25,2019,Geneva Open,ATP250,Outdoor,Clay,The Final,3,Zverev A.,Jarry N.,5.0,75.0,4155.0,705.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,226,3.0,226,3,99.0
2019-05-26,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Gulbis E.,63.0,79.0,810.0,687.0,6.0,2.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,102,3.0,86,5,95.0
2019-05-26,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Marterer M.,6.0,116.0,4080.0,493.0,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,170,3.0,166,5,97.0
2019-05-26,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Sonego L.,3.0,74.0,5950.0,732.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,11,94.0
2019-05-26,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Berrettini M.,Andujar P.,31.0,93.0,1320.0,602.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,107,4.0,104,8,93.0
2019-05-27,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,Paul T.,4.0,131.0,4685.0,421.0,6.0,4.0,4.0,6.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,173,4.0,173,9,95.0
2019-05-27,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Hanfmann Y.,2.0,180.0,7945.0,284.0,6.0,2.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,207,3.0,206,3,99.0
2019-05-27,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Hurkacz H.,1.0,44.0,12355.0,1040.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,14,94.0
2019-05-28,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Millman J.,5.0,56.0,4360.0,875.0,7.0,6.0,6.0,3.0,2.0,6.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,226,5.0,226,14,94.0
2019-05-29,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Tsitsipas S.,Dellien H.,6.0,86.0,4080.0,651.0,4.0,6.0,6.0,0.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,170,4.0,166,6,97.0
2019-05-29,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Maden Y.,2.0,114.0,7945.0,504.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,1,100.0
2019-05-29,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Berrettini M.,63.0,31.0,810.0,1320.0,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,102,3.0,86,16,84.0
2019-05-29,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Otte O.,3.0,144.0,5950.0,391.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,4,98.0
2019-05-30,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Thiem D.,Bublik A.,4.0,91.0,4685.0,616.0,6.0,3.0,6.0,7.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,173,4.0,173,11,94.0
2019-05-30,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Ymer M.,5.0,148.0,4360.0,386.0,6.0,1.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,226,3.0,226,5,98.0
2019-05-30,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Laaksonen H.,1.0,104.0,12355.0,548.0,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,2,99.0
2019-05-31,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Goffin D.,2.0,29.0,7945.0,1325.0,6.0,1.0,6.0,3.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,207,4.0,206,19,92.0
2019-05-31,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Ruud C.,3.0,63.0,5950.0,810.0,6.0,3.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,163,3.0,163,15,92.0
2019-06-01,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Caruso S.,1.0,147.0,12355.0,388.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,6,97.0
2019-06-01,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Lajovic D.,5.0,35.0,4360.0,1226.0,6.0,4.0,6.0,2.0,4.0,6.0,1.0,6.0,6.0,2.0,3.0,2.0,Completed,226,5.0,226,17,93.0
2019-06-01,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Tsitsipas S.,Krajinovic F.,6.0,60.0,4080.0,838.0,7.0,5.0,6.0,3.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,170,4.0,166,16,91.0
2019-06-01,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Thiem D.,Cuevas P.,4.0,47.0,4685.0,983.0,6.0,3.0,4.0,6.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,173,4.0,173,13,93.0
2019-06-02,2019,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Londero J.I.,2.0,78.0,7945.0,695.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,207,3.0,206,5,98.0
2019-06-02,2019,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Mayer L.,3.0,68.0,5950.0,770.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,163,3.0,163,9,95.0
