date,year,tournament,series,court,surface,round,best_of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,status,win_counts,tsets,s1win,s1loss,s1win(%),s4win,s4loss,s4win(%)
2019-01-24,2019,Australian Open,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Tsitsipas S.,2.0,15.0,7480.0,2095.0,6.0,2.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,207,3.0,206,33,86.0,19,5,79.0
2019-01-25,2019,Australian Open,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Pouille L.,1.0,31.0,9135.0,1245.0,6.0,0.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,11,95.0,33,0,100.0
2019-01-27,2019,Australian Open,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Nadal R.,1.0,2.0,9135.0,7480.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,19,92.0,33,6,85.0
2019-05-26,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Gulbis E.,63.0,79.0,810.0,687.0,6.0,2.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,102,3.0,86,5,95.0,5,1,83.0
2019-05-26,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Marterer M.,6.0,116.0,4080.0,493.0,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,170,3.0,166,5,97.0,17,0,100.0
2019-05-26,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Sonego L.,3.0,74.0,5950.0,732.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,11,94.0,20,0,100.0
2019-05-26,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Berrettini M.,Andujar P.,31.0,93.0,1320.0,602.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,107,4.0,104,8,93.0,19,1,95.0
2019-05-27,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,Paul T.,4.0,131.0,4685.0,421.0,6.0,4.0,4.0,6.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,173,4.0,173,9,95.0,24,4,86.0
2019-05-27,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Hanfmann Y.,2.0,180.0,7945.0,284.0,6.0,2.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,207,3.0,206,3,99.0,19,0,100.0
2019-05-27,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Hurkacz H.,1.0,44.0,12355.0,1040.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,14,94.0,33,2,94.0
2019-05-28,2019,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Millman J.,5.0,56.0,4360.0,875.0,7.0,6.0,6.0,3.0,2.0,6.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,226,5.0,226,14,94.0,24,2,92.0
2019-05-29,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Tsitsipas S.,Dellien H.,6.0,86.0,4080.0,651.0,4.0,6.0,6.0,0.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,170,4.0,166,6,97.0,17,2,89.0
2019-05-29,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Maden Y.,2.0,114.0,7945.0,504.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,1,100.0,19,0,100.0
2019-05-29,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Berrettini M.,63.0,31.0,810.0,1320.0,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,102,3.0,86,16,84.0,5,6,45.0
2019-05-29,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Otte O.,3.0,144.0,5950.0,391.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,4,98.0,20,3,87.0
2019-05-30,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Thiem D.,Bublik A.,4.0,91.0,4685.0,616.0,6.0,3.0,6.0,7.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,173,4.0,173,11,94.0,24,1,96.0
2019-05-30,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Ymer M.,5.0,148.0,4360.0,386.0,6.0,1.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,226,3.0,226,5,98.0,24,0,100.0
2019-05-30,2019,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Laaksonen H.,1.0,104.0,12355.0,548.0,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,2,99.0,33,0,100.0
2019-05-31,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Goffin D.,2.0,29.0,7945.0,1325.0,6.0,1.0,6.0,3.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,207,4.0,206,19,92.0,19,2,90.0
2019-05-31,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Ruud C.,3.0,63.0,5950.0,810.0,6.0,3.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,163,3.0,163,15,92.0,20,0,100.0
2019-06-01,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Caruso S.,1.0,147.0,12355.0,388.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,6,97.0,33,0,100.0
2019-06-01,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Lajovic D.,5.0,35.0,4360.0,1226.0,6.0,4.0,6.0,2.0,4.0,6.0,1.0,6.0,6.0,2.0,3.0,2.0,Completed,226,5.0,226,17,93.0,24,2,92.0
2019-06-01,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Tsitsipas S.,Krajinovic F.,6.0,60.0,4080.0,838.0,7.0,5.0,6.0,3.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,170,4.0,166,16,91.0,17,2,89.0
2019-06-01,2019,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Thiem D.,Cuevas P.,4.0,47.0,4685.0,983.0,6.0,3.0,4.0,6.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,173,4.0,173,13,93.0,24,1,96.0
2019-06-02,2019,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Londero J.I.,2.0,78.0,7945.0,695.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,207,3.0,206,5,98.0,19,0,100.0
2019-06-02,2019,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Mayer L.,3.0,68.0,5950.0,770.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,163,3.0,163,9,95.0,20,1,95.0
2019-06-03,2019,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Struff J.L.,1.0,45.0,12355.0,1035.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,23,90.0,33,3,92.0
2019-06-03,2019,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Fognini F.,5.0,12.0,4360.0,2785.0,3.0,6.0,6.0,2.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,226,4.0,226,23,91.0,24,2,92.0
2019-06-03,2019,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Thiem D.,Monfils G.,4.0,17.0,4685.0,1965.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,173,3.0,173,16,92.0,24,3,89.0
2019-06-04,2019,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Wawrinka S.,3.0,28.0,5950.0,1365.0,7.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,163,4.0,163,15,92.0,20,5,80.0
2019-06-04,2019,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Nishikori K.,2.0,7.0,7945.0,3860.0,6.0,1.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,207,3.0,206,23,90.0,19,5,79.0
2019-06-06,2019,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Zverev A.,1.0,5.0,12355.0,4360.0,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,27,89.0,33,6,85.0
2019-06-06,2019,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Thiem D.,Khachanov K.,4.0,11.0,4685.0,2800.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,173,3.0,173,23,88.0,24,2,92.0
2019-06-07,2019,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Federer R.,2.0,3.0,7945.0,5950.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,12,94.0,19,2,90.0
2019-06-08,2019,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Thiem D.,Djokovic N.,4.0,1.0,4685.0,12355.0,6.0,2.0,3.0,6.0,7.0,5.0,5.0,7.0,7.0,5.0,3.0,2.0,Completed,173,5.0,173,18,91.0,24,1,96.0
2019-06-09,2019,French Open,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Thiem D.,2.0,4.0,7945.0,4685.0,6.0,3.0,5.0,7.0,6.0,1.0,6.0,1.0,,,3.0,1.0,Completed,207,4.0,206,21,91.0,19,3,86.0
2019-07-01,2019,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Kohlschreiber P.,1.0,57.0,12415.0,885.0,6.0,3.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,15,94.0,33,0,100.0
2019-07-01,2019,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Medvedev D.,Lorenzi P.,13.0,106.0,2625.0,531.0,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,195,3.0,195,5,98.0,14,0,100.0
2019-07-02,2019,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Rublev A.,Garin C.,79.0,34.0,696.0,1259.0,4.0,6.0,6.0,4.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,154,4.0,147,10,94.0,15,1,94.0
2019-07-02,2019,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Bedene A.,20.0,85.0,1665.0,660.0,3.0,6.0,6.0,3.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,107,4.0,104,16,87.0,19,2,90.0
2019-07-02,2019,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Harris L.,3.0,86.0,6620.0,652.0,3.0,6.0,6.0,1.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,163,4.0,163,11,94.0,20,2,91.0
2019-07-02,2019,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Sugita Y.,2.0,274.0,7945.0,151.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,207,3.0,206,6,97.0,19,0,100.0
2019-07-03,2019,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Medvedev D.,Popyrin A.,13.0,101.0,2625.0,553.0,6.0,7.0,6.0,1.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,195,4.0,195,10,95.0,14,2,88.0
2019-07-03,2019,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Kudla D.,1.0,111.0,12415.0,520.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,9,96.0,33,1,97.0
2019-07-04,2019,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Kyrgios N.,2.0,43.0,7945.0,1045.0,6.0,3.0,3.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,207,4.0,206,13,94.0,19,3,86.0
2019-07-04,2019,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Clarke J.,3.0,169.0,6620.0,316.0,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,163,3.0,163,1,99.0,20,0,100.0
2019-07-04,2019,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Berrettini M.,Baghdatis M.,20.0,135.0,1665.0,420.0,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,107,3.0,104,3,97.0,19,1,95.0
2019-07-05,2019,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Hurkacz H.,1.0,48.0,12415.0,959.0,7.0,5.0,6.0,7.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,216,4.0,216,14,94.0,33,2,94.0
2019-07-06,2019,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Berrettini M.,Schwartzman D.,20.0,24.0,1665.0,1485.0,6.0,7.0,7.0,6.0,4.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,107,5.0,104,29,78.0,19,5,79.0
2019-07-06,2019,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,Tsonga J.W.,2.0,72.0,7945.0,750.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,8,96.0,19,0,100.0
2019-07-06,2019,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Pouille L.,3.0,28.0,6620.0,1340.0,7.0,5.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,163,3.0,163,11,94.0,20,0,100.0
2019-07-08,2019,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Sousa J.,2.0,69.0,7945.0,770.0,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,8,96.0,19,0,100.0
2019-07-08,2019,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Humbert U.,1.0,66.0,12415.0,822.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,5,98.0,33,0,100.0
2019-07-08,2019,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Berrettini M.,3.0,20.0,6620.0,1665.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,163,3.0,163,16,91.0,20,6,77.0
2019-07-10,2019,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Goffin D.,1.0,23.0,12415.0,1510.0,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,19,92.0,33,2,94.0
2019-07-10,2019,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Querrey S.,2.0,65.0,7945.0,830.0,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,11,95.0,19,1,95.0
2019-07-10,2019,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Nishikori K.,3.0,7.0,6620.0,4040.0,4.0,6.0,6.0,1.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,163,4.0,163,23,88.0,20,5,80.0
2019-07-12,2019,Wimbledon,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Bautista Agut R.,1.0,22.0,12415.0,1600.0,6.0,2.0,4.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,216,4.0,216,22,91.0,33,3,92.0
2019-07-12,2019,Wimbledon,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Nadal R.,3.0,2.0,6620.0,7945.0,7.0,6.0,1.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,163,4.0,163,19,90.0,20,6,77.0
2019-07-14,2019,Wimbledon,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Federer R.,1.0,3.0,12415.0,6620.0,7.0,6.0,1.0,6.0,7.0,6.0,4.0,6.0,13.0,12.0,3.0,2.0,Completed,216,5.0,216,12,95.0,33,2,94.0
2019-08-26,2019,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Carballes Baena R.,1.0,76.0,11685.0,787.0,6.0,4.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,216,3.0,216,9,96.0,33,0,100.0
2019-08-26,2019,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Gunneswaran P.,5.0,88.0,4125.0,610.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,195,3.0,195,2,99.0,14,0,100.0
2019-08-27,2019,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Gasquet R.,25.0,36.0,1535.0,1280.0,6.0,4.0,6.0,3.0,2.0,6.0,6.0,2.0,,,3.0,1.0,Completed,107,4.0,104,17,86.0,19,1,95.0
2019-08-27,2019,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Nagal S.,3.0,190.0,6950.0,264.0,4.0,6.0,6.0,1.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,163,4.0,163,2,99.0,20,1,95.0
2019-08-27,2019,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Tsitsipas S.,43.0,8.0,1066.0,3455.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,154,4.0,147,33,82.0,15,5,75.0
2019-08-27,2019,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Albot R.,6.0,41.0,4005.0,1137.0,6.0,1.0,6.0,3.0,3.0,6.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,226,5.0,226,9,96.0,24,2,92.0
2019-08-28,2019,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Millman J.,2.0,60.0,7945.0,936.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,14,94.0,19,2,90.0
2019-08-28,2019,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Dzumhur D.,3.0,99.0,6950.0,535.0,3.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,163,4.0,163,12,93.0,20,3,87.0
2019-08-29,2019,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Berrettini M.,Thompson J.,25.0,55.0,1535.0,976.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,107,4.0,104,8,93.0,19,2,90.0
2019-08-29,2019,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Tiafoe F.,6.0,45.0,4005.0,1060.0,6.0,3.0,3.0,6.0,6.0,2.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,226,5.0,226,16,93.0,24,4,86.0
2019-08-29,2019,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Londero J.I.,1.0,56.0,11685.0,970.0,6.0,4.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,216,3.0,216,5,98.0,33,0,100.0
2019-08-29,2019,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Dellien H.,5.0,84.0,4125.0,618.0,6.0,3.0,7.0,5.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,195,4.0,195,6,97.0,14,2,88.0
2019-08-29,2019,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Simon G.,43.0,40.0,1066.0,1240.0,6.0,2.0,,,,,,,,,1.0,0.0,Retired,154,1.0,147,13,92.0,15,1,94.0
2019-08-30,2019,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Kokkinakis T.,2.0,203.0,7945.0,239.0,,,,,,,,,,,,,Walkover,207,0.0,206,4,98.0,19,2,90.0
2019-08-30,2019,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Evans D.,3.0,58.0,6950.0,955.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,163,3.0,163,13,93.0,20,0,100.0
2019-08-31,2019,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Berrettini M.,Popyrin A.,25.0,105.0,1535.0,521.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,107,4.0,104,10,91.0,19,2,90.0
2019-08-31,2019,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Chung H.,2.0,170.0,7945.0,313.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,7,97.0,19,0,100.0
2019-08-31,2019,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Lopez F.,5.0,61.0,4125.0,923.0,7.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,195,4.0,195,7,97.0,14,1,93.0
2019-08-31,2019,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Bedene A.,6.0,80.0,4005.0,685.0,6.0,7.0,7.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,226,4.0,226,16,93.0,24,2,92.0
2019-08-31,2019,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Kudla D.,1.0,111.0,11685.0,491.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,9,96.0,33,1,97.0
2019-09-01,2019,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Medvedev D.,Koepfer D.,5.0,118.0,4125.0,474.0,3.0,6.0,6.0,3.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,195,4.0,195,9,96.0,14,2,88.0
2019-09-01,2019,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Goffin D.,3.0,15.0,6950.0,2055.0,6.0,2.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,163,3.0,163,19,90.0,20,2,91.0
2019-09-01,2019,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Kyrgios N.,43.0,30.0,1066.0,1430.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,154,3.0,147,13,92.0,15,3,83.0
2019-09-02,2019,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Berrettini M.,Rublev A.,25.0,43.0,1535.0,1066.0,6.0,1.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,107,3.0,104,20,84.0,19,0,100.0
2019-09-03,2019,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Cilic M.,2.0,23.0,7945.0,1590.0,6.0,3.0,3.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,207,4.0,206,27,88.0,19,5,79.0
2019-09-03,2019,US Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Medvedev D.,Wawrinka S.,5.0,24.0,4125.0,1535.0,7.0,6.0,6.0,3.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,195,4.0,195,15,93.0,14,5,74.0
2019-09-04,2019,US Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berrettini M.,Monfils G.,25.0,13.0,1535.0,2140.0,3.0,6.0,6.0,3.0,6.0,2.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,107,5.0,104,16,87.0,19,3,86.0
2019-09-05,2019,US Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Schwartzman D.,2.0,21.0,7945.0,1725.0,6.0,4.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,29,88.0,19,5,79.0
2019-09-06,2019,US Open,Grand Slam,Outdoor,Hard,Semifinals,5,Medvedev D.,Dimitrov G.,5.0,78.0,4125.0,722.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,195,3.0,195,23,89.0,14,1,93.0
2019-09-07,2019,US Open,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Berrettini M.,2.0,25.0,7945.0,1535.0,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,207,3.0,206,16,93.0,19,6,76.0
2019-09-08,2019,US Open,Grand Slam,Outdoor,Hard,The Final,5,Nadal R.,Medvedev D.,2.0,5.0,7945.0,4125.0,7.0,5.0,6.0,3.0,5.0,7.0,4.0,6.0,6.0,4.0,3.0,2.0,Sched,207,5.0,206,18,92.0,19,2,90.0
2020-01-20,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Harris A.,8.0,162.0,2870.0,316.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,107,3.0,104,1,99.0,19,0,100.0
2020-01-20,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Johnson S.,3.0,75.0,6590.0,720.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,163,3.0,163,10,94.0,20,1,95.0
2020-01-20,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Caruso S.,6.0,95.0,5375.0,586.0,6.0,0.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,170,3.0,166,6,97.0,17,0,100.0
2020-01-20,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Struff J.L.,2.0,37.0,9720.0,1270.0,7.0,6.0,6.0,2.0,2.0,6.0,6.0,1.0,,,3.0,1.0,Completed,216,4.0,216,23,90.0,33,3,92.0
2020-01-21,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Dellien H.,1.0,73.0,10235.0,743.0,6.0,2.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,207,3.0,206,6,97.0,19,2,90.0
2020-01-21,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Mannarino A.,5.0,44.0,5890.0,1111.0,6.0,3.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,173,3.0,173,21,89.0,24,3,89.0
2020-01-21,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Tiafoe F.,4.0,50.0,5960.0,1050.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,195,4.0,195,16,92.0,14,4,78.0
2020-01-21,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,O'Connell C.,16.0,115.0,2004.0,481.0,6.0,3.0,0.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,154,4.0,147,1,99.0,15,1,94.0
2020-01-21,2020,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Cecchinato M.,7.0,77.0,3345.0,710.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,226,3.0,226,5,98.0,24,0,100.0
2020-01-22,2020,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Ito T.,2.0,146.0,9720.0,362.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,1,100.0,33,0,100.0
