date,year,tournament,series,court,surface,round,best_of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,status,win_counts,tsets,s1win,s1loss,s1win(%),s4win,s4loss,s4win(%)
2018-01-22,2018,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Fucsovics M.,2.0,80.0,9605.0,674.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,163,3.0,163,16,91.0,20,3,87.0
2018-01-24,2018,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Berdych T.,2.0,20.0,9605.0,2050.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,7,96.0,20,0,100.0
2018-01-26,2018,Australian Open,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Chung H.,2.0,58.0,9605.0,857.0,6.0,1.0,5.0,2.0,,,,,,,1.0,0.0,Retired,163,1.0,163,7,96.0,20,0,100.0
2018-01-28,2018,Australian Open,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Cilic M.,2.0,6.0,9605.0,3805.0,6.0,2.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,1.0,3.0,2.0,Completed,163,5.0,163,27,86.0,20,5,80.0
2018-05-27,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Berankis R.,3.0,102.0,5615.0,594.0,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,226,3.0,226,8,97.0,24,0,100.0
2018-05-27,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Berrettini M.,Otte O.,96.0,156.0,639.0,351.0,3.0,6.0,7.0,5.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,107,4.0,104,4,96.0,19,3,86.0
2018-05-28,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Taberner C.,39.0,213.0,1212.0,278.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,170,4.0,166,2,99.0,17,1,94.0
2018-05-28,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,Ivashka I.,8.0,119.0,3355.0,462.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,173,3.0,173,8,96.0,24,1,96.0
2018-05-28,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Dutra Silva R.,22.0,134.0,1665.0,421.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,216,3.0,216,2,99.0,33,0,100.0
2018-05-29,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Bolelli S.,1.0,129.0,8770.0,430.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,207,3.0,206,2,99.0,19,0,100.0
2018-05-30,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Munar J.,22.0,155.0,1665.0,356.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,216,3.0,216,7,97.0,33,1,97.0
2018-05-30,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Berrettini M.,Gulbis E.,96.0,160.0,639.0,342.0,6.0,2.0,3.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,107,4.0,104,5,95.0,19,1,95.0
2018-05-30,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Lajovic D.,3.0,60.0,5615.0,894.0,2.0,6.0,7.0,5.0,4.0,6.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,226,5.0,226,17,93.0,24,2,92.0
2018-05-31,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Pella G.,1.0,78.0,8770.0,728.0,6.0,2.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,207,3.0,206,12,94.0,19,1,95.0
2018-05-31,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Thiem D.,Tsitsipas S.,8.0,39.0,3355.0,1212.0,6.0,2.0,2.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,173,4.0,173,33,84.0,24,5,83.0
2018-06-01,2018,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Thiem D.,Berrettini M.,8.0,96.0,3355.0,639.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,173,4.0,173,16,92.0,24,6,80.0
2018-06-01,2018,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Dzumhur D.,3.0,29.0,5615.0,1415.0,6.0,2.0,3.0,6.0,4.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,226,5.0,226,12,95.0,24,3,89.0
2018-06-01,2018,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Bautista Agut R.,22.0,13.0,1665.0,2120.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,216,4.0,216,22,91.0,33,3,92.0
2018-06-02,2018,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Gasquet R.,1.0,32.0,8770.0,1395.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,17,92.0,19,1,95.0
2018-06-03,2018,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Khachanov K.,3.0,38.0,5615.0,1220.0,4.0,6.0,7.0,6.0,2.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,226,5.0,226,23,91.0,24,2,92.0
2018-06-03,2018,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Verdasco F.,22.0,35.0,1665.0,1280.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,17,93.0,33,0,100.0
2018-06-03,2018,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Thiem D.,Nishikori K.,8.0,21.0,3355.0,1710.0,6.0,2.0,6.0,0.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,173,4.0,173,23,88.0,24,5,83.0
2018-06-04,2018,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Marterer M.,1.0,70.0,8770.0,831.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,207,3.0,206,5,98.0,19,0,100.0
2018-06-05,2018,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Thiem D.,Zverev A.,8.0,3.0,3355.0,5615.0,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,173,3.0,173,27,86.0,24,6,80.0
2018-06-07,2018,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Schwartzman D.,1.0,12.0,8770.0,2165.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,207,4.0,206,29,88.0,19,5,79.0
2018-06-08,2018,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Thiem D.,Cecchinato M.,8.0,72.0,3355.0,806.0,7.0,5.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,173,3.0,173,5,97.0,24,0,100.0
2018-06-08,2018,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Del Potro J.M.,1.0,6.0,8770.0,4450.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,11,95.0,19,2,90.0
2018-06-10,2018,French Open,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Thiem D.,1.0,8.0,8770.0,3355.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,21,91.0,19,3,86.0
2018-07-02,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Lajovic D.,2.0,58.0,8720.0,920.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,17,91.0,20,2,91.0
2018-07-02,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Medvedev D.,Coric B.,67.0,20.0,847.0,1745.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,195,3.0,195,18,92.0,14,1,93.0
2018-07-02,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Tsitsipas S.,Barrere G.,35.0,188.0,1254.0,302.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,170,4.0,166,2,99.0,17,1,94.0
2018-07-03,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Zverev A.,Duckworth J.,3.0,748.0,5755.0,28.0,7.0,5.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,226,3.0,226,4,98.0,24,0,100.0
2018-07-03,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Sela D.,1.0,127.0,8770.0,437.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,3,99.0,19,0,100.0
2018-07-03,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Sock J.,81.0,15.0,721.0,2110.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,107,5.0,104,12,90.0,19,2,90.0
2018-07-03,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Sandgren T.,21.0,57.0,1715.0,923.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,11,95.0,33,2,94.0
2018-07-04,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Lacko L.,2.0,73.0,8720.0,752.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,163,3.0,163,1,99.0,20,0,100.0
2018-07-04,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Medvedev D.,Garcia-Lopez G.,67.0,65.0,847.0,863.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,195,3.0,195,5,98.0,14,0,100.0
2018-07-05,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Kukushkin M.,1.0,77.0,8770.0,734.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,8,96.0,19,0,100.0
2018-07-05,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Zeballos H.,21.0,126.0,1715.0,438.0,6.0,1.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,5,98.0,33,0,100.0
2018-07-05,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Tsitsipas S.,Donaldson J.,35.0,54.0,1254.0,945.0,6.0,3.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,170,5.0,166,7,96.0,17,1,94.0
2018-07-06,2018,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Struff J.L.,2.0,64.0,8720.0,865.0,6.0,3.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,163,3.0,163,23,88.0,20,3,87.0
2018-07-06,2018,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Tsitsipas S.,Fabbiano T.,35.0,133.0,1254.0,424.0,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,170,3.0,166,3,98.0,17,0,100.0
2018-07-06,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Fritz T.,3.0,68.0,5755.0,839.0,6.0,4.0,5.0,7.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,226,5.0,226,14,94.0,24,6,80.0
2018-07-07,2018,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Edmund K.,21.0,17.0,1715.0,1950.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,216,4.0,216,14,94.0,33,2,94.0
2018-07-07,2018,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,De Minaur A.,1.0,80.0,8770.0,723.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,18,92.0,19,0,100.0
2018-07-09,2018,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Vesely J.,1.0,93.0,8770.0,640.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,1,100.0,19,0,100.0
2018-07-09,2018,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Mannarino A.,2.0,26.0,8720.0,1580.0,6.0,0.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,21,89.0,20,3,87.0
2018-07-09,2018,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Khachanov K.,21.0,40.0,1715.0,1130.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,23,90.0,33,2,94.0
2018-07-11,2018,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Del Potro J.M.,1.0,4.0,8770.0,5080.0,7.0,5.0,6.0,7.0,4.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,207,5.0,206,11,95.0,19,2,90.0
2018-07-11,2018,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Nishikori K.,21.0,28.0,1715.0,1530.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,216,4.0,216,23,90.0,33,5,87.0
2018-07-14,2018,Wimbledon,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Nadal R.,21.0,1.0,1715.0,8770.0,6.0,4.0,3.0,6.0,7.0,6.0,3.0,6.0,10.0,8.0,3.0,2.0,Completed,216,5.0,216,19,92.0,33,6,85.0
2018-07-15,2018,Wimbledon,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Anderson K.,21.0,8.0,1715.0,3635.0,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,216,3.0,216,21,91.0,33,1,97.0
2018-08-27,2018,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Donskoy E.,36.0,80.0,1182.0,718.0,7.0,5.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,195,3.0,195,5,98.0,14,0,100.0
2018-08-27,2018,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Robredo T.,15.0,214.0,2042.0,260.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,170,3.0,166,1,99.0,17,0,100.0
2018-08-28,2018,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Basic M.,9.0,81.0,3485.0,713.0,6.0,3.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,173,3.0,173,3,98.0,24,0,100.0
2018-08-28,2018,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Ferrer D.,1.0,148.0,10040.0,390.0,6.0,3.0,3.0,4.0,,,,,,,1.0,0.0,Retired,207,1.0,206,8,96.0,19,1,95.0
2018-08-28,2018,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Fucsovics M.,6.0,41.0,4445.0,1072.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,0.0,,,3.0,1.0,Completed,216,4.0,216,16,93.0,33,3,92.0
2018-08-28,2018,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Polansky P.,4.0,119.0,4845.0,468.0,6.0,2.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,226,3.0,226,3,99.0,24,0,100.0
2018-08-29,2018,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Johnson S.,9.0,31.0,3485.0,1340.0,6.0,7.0,6.0,3.0,5.0,7.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,173,5.0,173,10,95.0,24,1,96.0
2018-08-29,2018,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Nishioka Y.,2.0,177.0,7080.0,323.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,5,97.0,20,0,100.0
2018-08-29,2018,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Tsitsipas S.,36.0,15.0,1182.0,2042.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,195,4.0,195,33,86.0,14,5,74.0
2018-08-30,2018,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Mahut N.,4.0,131.0,4845.0,433.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,226,3.0,226,3,99.0,24,0,100.0
2018-08-30,2018,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Pospisil V.,1.0,88.0,10040.0,642.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,9,96.0,19,0,100.0
2018-08-30,2018,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Paire B.,2.0,56.0,7080.0,955.0,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,17,91.0,20,3,87.0
2018-08-31,2018,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Sandgren T.,6.0,61.0,4445.0,876.0,6.0,1.0,6.0,3.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,216,4.0,216,11,95.0,33,2,94.0
2018-08-31,2018,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,Fritz T.,9.0,74.0,3485.0,780.0,3.0,6.0,6.0,3.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,173,4.0,173,14,93.0,24,6,80.0
2018-08-31,2018,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Khachanov K.,1.0,26.0,10040.0,1525.0,5.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,207,4.0,206,23,90.0,19,2,90.0
2018-09-01,2018,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Kyrgios N.,2.0,30.0,7080.0,1345.0,6.0,4.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,163,3.0,163,13,93.0,20,3,87.0
2018-09-02,2018,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Gasquet R.,6.0,25.0,4445.0,1535.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,17,93.0,33,1,97.0
2018-09-02,2018,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Thiem D.,Anderson K.,9.0,5.0,3485.0,4615.0,7.0,5.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,173,3.0,173,21,89.0,24,1,96.0
2018-09-02,2018,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Basilashvili N.,1.0,37.0,10040.0,1152.0,6.0,3.0,6.0,3.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,207,4.0,206,17,92.0,19,2,90.0
2018-09-03,2018,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Sousa J.,6.0,68.0,4445.0,816.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,8,96.0,33,0,100.0
2018-09-05,2018,US Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Thiem D.,1.0,9.0,10040.0,3485.0,0.0,6.0,6.0,4.0,7.0,5.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,207,5.0,206,21,91.0,19,3,86.0
2018-09-06,2018,US Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Millman J.,6.0,55.0,4445.0,963.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,216,3.0,216,14,94.0,33,2,94.0
2018-09-08,2018,US Open,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Nishikori K.,6.0,19.0,4445.0,1755.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,23,90.0,33,5,87.0
2018-09-09,2018,US Open,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Del Potro J.M.,6.0,3.0,4445.0,5500.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,11,95.0,33,2,94.0
2019-01-14,2019,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Berrettini M.,15.0,54.0,2095.0,920.0,6.0,7.0,6.0,4.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,170,4.0,166,16,91.0,17,6,74.0
2019-01-14,2019,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Duckworth J.,2.0,237.0,7480.0,206.0,6.0,4.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,207,3.0,206,4,98.0,19,0,100.0
2019-01-14,2019,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Istomin D.,3.0,101.0,6420.0,577.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,5,97.0,20,0,100.0
2019-01-15,2019,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Harris L.,19.0,119.0,1865.0,472.0,6.0,1.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,195,3.0,195,11,95.0,14,2,88.0
2019-01-15,2019,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Bedene A.,4.0,67.0,6385.0,760.0,6.0,4.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,226,3.0,226,16,93.0,24,2,92.0
2019-01-15,2019,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Krueger M.,1.0,230.0,9135.0,216.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,1,100.0,33,0,100.0
2019-01-15,2019,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Paire B.,8.0,61.0,4095.0,820.0,6.0,4.0,6.0,3.0,5.0,7.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,173,5.0,173,17,91.0,24,3,89.0
2019-01-16,2019,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Ebden M.,2.0,48.0,7480.0,981.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,4,98.0,19,0,100.0
2019-01-16,2019,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Troicki V.,15.0,200.0,2095.0,252.0,6.0,3.0,2.0,6.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,170,4.0,166,3,98.0,17,1,94.0
2019-01-16,2019,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Evans D.,3.0,189.0,6420.0,266.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,163,3.0,163,13,93.0,20,0,100.0
2019-01-17,2019,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Tsonga J.W.,1.0,177.0,9135.0,290.0,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,216,3.0,216,8,96.0,33,0,100.0
2019-01-17,2019,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Harrison R.,19.0,83.0,1865.0,660.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,195,3.0,195,3,98.0,14,0,100.0
2019-01-17,2019,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Chardy J.,4.0,36.0,6385.0,1120.0,7.0,6.0,6.0,4.0,5.0,7.0,6.0,7.0,6.0,1.0,3.0,2.0,Completed,226,5.0,226,20,92.0,24,1,96.0
2019-01-18,2019,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Fritz T.,3.0,50.0,6420.0,964.0,6.0,2.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,163,3.0,163,14,92.0,20,6,77.0
2019-01-18,2019,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Tsitsipas S.,Basilashvili N.,15.0,20.0,2095.0,1820.0,6.0,3.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,170,4.0,166,17,91.0,17,2,89.0
2019-01-18,2019,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,De Minaur A.,2.0,29.0,7480.0,1353.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,18,92.0,19,0,100.0
2019-01-19,2019,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Goffin D.,19.0,22.0,1865.0,1785.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,195,3.0,195,19,91.0,14,2,88.0
2019-01-19,2019,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Shapovalov D.,1.0,27.0,9135.0,1440.0,6.0,3.0,6.0,4.0,4.0,6.0,6.0,0.0,,,3.0,1.0,Completed,216,4.0,216,16,93.0,33,1,97.0
2019-01-19,2019,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Bolt A.,4.0,155.0,6385.0,343.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,226,3.0,226,2,99.0,24,1,96.0
2019-01-20,2019,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Tsitsipas S.,Federer R.,15.0,3.0,2095.0,6420.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,170,4.0,166,12,93.0,17,2,89.0
2019-01-20,2019,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Berdych T.,2.0,57.0,7480.0,865.0,6.0,0.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,207,3.0,206,7,97.0,19,0,100.0
2019-01-21,2019,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Medvedev D.,1.0,19.0,9135.0,1865.0,6.0,4.0,6.0,7.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,216,4.0,216,18,92.0,33,2,94.0
2019-01-22,2019,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsitsipas S.,Bautista Agut R.,15.0,24.0,2095.0,1605.0,7.0,5.0,4.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,170,4.0,166,22,88.0,17,3,85.0
2019-01-22,2019,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Tiafoe F.,2.0,39.0,7480.0,1080.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,16,93.0,19,4,83.0
2019-01-23,2019,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Nishikori K.,1.0,9.0,9135.0,3750.0,6.0,1.0,4.0,1.0,,,,,,,1.0,0.0,Retired,216,1.0,216,23,90.0,33,5,87.0
